team_a,team_b,map,winner_side,winner_bot,rounds
alice,bob,sayhi,A,alice,2000
bob,alice,sayhi,B,alice,2000
bob,alice,DefaultLarge,A,bob,642
bob,alice,DefaultHuge,A,bob,528
alice,bob,Filter,A,alice,1486
bob,alice,Filter,B,alice,324
alice,bob,DefaultHuge,B,bob,2000
alice,bob,maze,A,alice,918
alice,bob,Money,B,bob,425
bob,alice,Money,A,bob,570
bob,alice,maze,B,alice,2000
alice,bob,quack,B,bob,788
bob,alice,Leaf,B,alice,1968
bob,alice,quack,B,alice,915
alice,bob,Leaf,A,alice,2000
alice,bob,BatSignal,A,alice,1116
bob,alice,BatSignal,A,bob,784
alice,bob,gardenworld,A,alice,1073
bob,alice,mit,B,alice,1005
alice,bob,Crab,B,bob,667
alice,bob,mit,A,alice,2000
bob,alice,Crab,A,bob,740
bob,alice,gardenworld,B,alice,2000
alice,bob,Circuit,B,bob,986
alice,bob,Justice,A,alice,964
bob,alice,Circuit,B,alice,1029
bob,alice,Justice,A,bob,636
bob,alice,Flower,B,alice,881
bob,alice,walalilongla,B,alice,286
alice,bob,Flower,A,alice,2000
alice,bob,walalilongla,A,alice,1586
alice,bob,headphones,B,bob,1057
bob,alice,shell,B,alice,1254
alice,bob,TargetPractice,A,alice,738
alice,bob,shell,A,alice,1799
bob,alice,TargetPractice,B,alice,838
bob,alice,headphones,A,bob,2000
bob,alice,PlumberGame,A,bob,465
alice,bob,AlarmClock,B,bob,461
bob,alice,AlarmClock,B,alice,802
alice,bob,PlumberGame,B,bob,1427
alice,bob,memstore,A,alice,369
bob,alice,memstore,A,bob,537
alice,bob,Terminal,B,bob,723
bob,alice,DefaultMedium,B,alice,994
alice,bob,DefaultMedium,A,alice,1348
bob,alice,Terminal,B,alice,886
carol,alice,TheBest,B,alice,618
alice,carol,TheBest,A,alice,1250
carol,alice,Jail,B,alice,639
alice,carol,Jail,A,alice,1098
carol,alice,SandyBeach,A,carol,324
alice,carol,SandyBeach,B,carol,606
alice,carol,defensetower,A,alice,810
alice,carol,yearofthesnake,A,alice,727
carol,alice,yearofthesnake,B,alice,796
carol,alice,defensetower,B,alice,2000
carol,alice,Thirds,A,carol,495
alice,carol,roads,A,alice,866
carol,alice,roads,B,alice,1459
alice,carol,sunrise,A,alice,691
alice,carol,Thirds,A,alice,1830
carol,alice,sunrise,B,alice,949
carol,alice,MoneyTower,A,carol,1311
alice,carol,lighthouse,A,alice,1430
alice,carol,MoneyTower,A,alice,2000
alice,carol,Oasis,A,alice,799
carol,alice,DonkeyKong,B,alice,757
alice,carol,DonkeyKong,A,alice,767
carol,alice,lighthouse,B,alice,1207
alice,carol,CastleDefense,A,alice,250
carol,alice,CastleDefense,A,carol,186
carol,alice,Oasis,B,alice,770
alice,carol,leavemealone,A,alice,2000
alice,carol,Bread,B,carol,514
carol,alice,leavemealone,B,alice,1831
carol,alice,Bread,A,carol,428
alice,carol,Racetrack,A,alice,757
carol,alice,Racetrack,A,carol,2000
alice,carol,box,A,alice,847
carol,alice,box,B,alice,1210
alice,carol,boxofchocolates,B,carol,2000
carol,alice,boxofchocolates,A,carol,1531
carol,alice,Restart,A,carol,1601
alice,carol,Parking_lot,A,alice,338
carol,alice,Parking_lot,B,alice,423
alice,carol,Restart,A,alice,1730
alice,carol,gridworld,B,carol,314
carol,alice,UnderTheSea,B,alice,1688
carol,alice,gridworld,A,carol,410
alice,carol,UnderTheSea,A,alice,2000
carol,alice,giver,B,alice,1385
alice,carol,giver,A,alice,1195
alice,carol,rain,A,alice,1034
carol,alice,rain,A,carol,435
carol,alice,galaxy,B,alice,859
alice,carol,galaxy,B,carol,1102
alice,carol,starburst,B,carol,455
carol,alice,starburst,A,carol,800
alice,carol,Portal,A,alice,648
alice,carol,DefaultSmall,A,alice,782
alice,carol,Gears,A,alice,2000
carol,alice,DefaultSmall,A,carol,142
carol,alice,Portal,B,alice,1210
alice,carol,fix,A,alice,576
alice,carol,BunnyGame,B,carol,366
carol,alice,Gears,A,carol,2000
carol,alice,BunnyGame,A,carol,597
alice,carol,Dominoes,A,alice,788
carol,alice,Dominoes,A,carol,454
alice,carol,catface,B,carol,301
alice,carol,SMILE,A,alice,955
carol,alice,catface,A,carol,496
alice,carol,Fossil,A,alice,598
carol,alice,Fossil,A,carol,346
carol,alice,SMILE,B,alice,1060
carol,alice,fix,A,carol,2000
carol,alice,Snowman,A,carol,190
alice,carol,Piglets2,A,alice,779
alice,carol,Snowman,A,alice,2000
carol,alice,Piglets2,B,alice,1280
alice,carol,Bunny,A,alice,670
alice,carol,Castle,A,alice,2000
carol,alice,Castle,B,alice,1380
alice,carol,windmill,B,carol,444
carol,alice,windmill,A,carol,379
alice,carol,UglySweater,A,alice,931
carol,alice,Bunny,B,alice,1626
carol,alice,UglySweater,B,alice,928
alice,carol,SaltyPepper,A,alice,598
alice,carol,Snowglobe,A,alice,718
carol,alice,SaltyPepper,B,alice,1668
alice,carol,Brat,B,carol,408
alice,carol,sierpinski,B,carol,2000
carol,alice,sierpinski,A,carol,2000
carol,alice,Brat,A,carol,418
alice,carol,Rose,A,alice,669
carol,alice,Snowglobe,B,alice,1092
carol,alice,Rose,B,alice,618
alice,carol,Paintball,A,alice,714
carol,alice,Paintball,A,carol,230
alice,carol,Barcode,B,carol,563
carol,alice,Barcode,B,alice,620
carol,alice,Mirage,A,carol,1382
alice,carol,FourCorners,A,alice,432
alice,carol,HungerGames,A,alice,2000
carol,alice,FourCorners,A,carol,655
carol,alice,HungerGames,A,carol,2000
alice,carol,Mirage,A,alice,2000
alice,carol,sayhi,A,alice,692
alice,carol,DefaultLarge,B,carol,691
carol,alice,DefaultLarge,B,alice,621
alice,carol,Filter,B,carol,136
carol,alice,Filter,A,carol,178
carol,alice,sayhi,B,alice,1555
alice,carol,DefaultHuge,A,alice,920
alice,carol,Money,B,carol,375
alice,carol,maze,A,alice,1025
carol,alice,maze,B,alice,1239
carol,alice,Money,A,carol,1035
alice,carol,Leaf,A,alice,1077
carol,alice,quack,B,alice,261
carol,alice,Leaf,B,alice,747
alice,carol,quack,A,alice,1401
alice,carol,BatSignal,B,carol,1109
carol,alice,BatSignal,A,carol,2000
carol,alice,DefaultHuge,A,carol,2000
carol,alice,gardenworld,B,alice,1882
alice,carol,gardenworld,A,alice,1807
alice,carol,mit,B,carol,2000
alice,carol,Crab,A,alice,930
carol,alice,Crab,B,alice,886
carol,alice,mit,A,carol,2000
carol,alice,Circuit,B,alice,900
carol,alice,Justice,A,carol,280
alice,carol,Justice,A,alice,1318
alice,carol,Flower,A,alice,536
carol,alice,Flower,B,alice,1211
carol,alice,walalilongla,B,alice,635
alice,carol,walalilongla,A,alice,1187
alice,carol,Circuit,A,alice,1661
alice,carol,headphones,A,alice,460
alice,carol,shell,A,alice,517
carol,alice,shell,B,alice,543
alice,carol,TargetPractice,B,carol,602
carol,alice,TargetPractice,A,carol,345
alice,carol,AlarmClock,B,carol,371
carol,alice,PlumberGame,A,carol,942
carol,alice,AlarmClock,A,carol,1547
carol,alice,headphones,B,alice,1340
alice,carol,PlumberGame,A,alice,2000
alice,carol,memstore,A,alice,1020
alice,carol,DefaultMedium,B,carol,655
carol,alice,memstore,B,alice,879
carol,alice,DefaultMedium,A,carol,609
alice,carol,Terminal,A,alice,1330
carol,alice,Terminal,B,alice,1241
carol,bob,TheBest,B,bob,539
bob,carol,Jail,B,carol,1337
bob,carol,SandyBeach,B,carol,427
bob,carol,TheBest,A,bob,559
carol,bob,Jail,A,carol,1892
carol,bob,SandyBeach,A,carol,251
carol,bob,defensetower,A,carol,1010
bob,carol,defensetower,B,carol,1450
carol,bob,yearofthesnake,B,bob,576
bob,carol,roads,B,carol,547
carol,bob,Thirds,A,carol,593
carol,bob,roads,A,carol,598
bob,carol,Thirds,B,carol,1177
bob,carol,yearofthesnake,A,bob,1166
carol,bob,MoneyTower,A,carol,1190
bob,carol,lighthouse,B,carol,510
bob,carol,MoneyTower,A,bob,2000
bob,carol,sunrise,B,carol,1780
bob,carol,DonkeyKong,A,bob,720
carol,bob,sunrise,A,carol,2000
carol,bob,lighthouse,A,carol,2000
bob,carol,CastleDefense,B,carol,134
carol,bob,CastleDefense,A,carol,109
carol,bob,DonkeyKong,B,bob,746
carol,bob,Oasis,B,bob,1127
bob,carol,leavemealone,A,bob,1494
bob,carol,Bread,B,carol,395
carol,bob,Bread,A,carol,383
bob,carol,Oasis,A,bob,1673
carol,bob,Racetrack,A,carol,510
carol,bob,leavemealone,B,bob,1931
bob,carol,box,B,carol,454
bob,carol,Racetrack,A,bob,1116
carol,bob,box,A,carol,627
carol,bob,boxofchocolates,A,carol,907
bob,carol,boxofchocolates,B,carol,1023
bob,carol,Restart,A,bob,688
bob,carol,Parking_lot,A,bob,463
carol,bob,Parking_lot,B,bob,493
bob,carol,gridworld,B,carol,390
carol,bob,Restart,B,bob,1132
carol,bob,gridworld,A,carol,457
bob,carol,giver,B,carol,602
carol,bob,giver,A,carol,678
bob,carol,rain,B,carol,306
carol,bob,UnderTheSea,B,bob,991
carol,bob,rain,A,carol,332
bob,carol,UnderTheSea,A,bob,1562
carol,bob,galaxy,A,carol,2000
bob,carol,starburst,A,bob,488
bob,carol,galaxy,A,bob,2000
carol,bob,starburst,A,carol,224
bob,carol,Gears,B,carol,1610
bob,carol,Portal,A,bob,863
bob,carol,DefaultSmall,B,carol,183
carol,bob,DefaultSmall,A,carol,131
carol,bob,Gears,B,bob,1012
bob,carol,BunnyGame,B,carol,373
carol,bob,fix,B,bob,535
carol,bob,Portal,A,carol,2000
carol,bob,BunnyGame,A,carol,418
bob,carol,fix,A,bob,762
bob,carol,Dominoes,B,carol,442
bob,carol,catface,B,carol,400
carol,bob,catface,A,carol,301
carol,bob,Dominoes,A,carol,868
bob,carol,Fossil,B,carol,536
bob,carol,SMILE,B,carol,929
carol,bob,Fossil,A,carol,775
bob,carol,Snowman,A,bob,1133
carol,bob,Snowman,A,carol,170
bob,carol,Piglets2,A,bob,1496
bob,carol,Castle,B,carol,513
carol,bob,Piglets2,B,bob,1246
bob,carol,Bunny,B,carol,385
carol,bob,Bunny,A,carol,456
carol,bob,Castle,B,bob,1730
bob,carol,UglySweater,A,bob,1011
bob,carol,windmill,A,bob,477
carol,bob,SMILE,B,bob,1910
bob,carol,sierpinski,B,carol,758
carol,bob,sierpinski,A,carol,580
carol,bob,windmill,B,bob,2000
bob,carol,SaltyPepper,A,bob,622
carol,bob,SaltyPepper,B,bob,457
bob,carol,Brat,B,carol,588
carol,bob,UglySweater,A,carol,2000
carol,bob,Brat,A,carol,632
bob,carol,Snowglobe,A,bob,1011
carol,bob,Snowglobe,B,bob,892
bob,carol,Paintball,B,carol,141
carol,bob,Paintball,A,carol,163
carol,bob,Rose,A,carol,454
bob,carol,Rose,B,carol,673
carol,bob,Barcode,A,carol,459
bob,carol,HungerGames,A,bob,774
bob,carol,Mirage,A,bob,768
carol,bob,HungerGames,B,bob,805
bob,carol,Barcode,A,bob,1560
bob,carol,FourCorners,B,carol,476
carol,bob,FourCorners,A,carol,317
carol,bob,Mirage,B,bob,2000
bob,carol,DefaultLarge,B,carol,2000
carol,bob,DefaultLarge,B,bob,1526
bob,carol,sayhi,A,bob,2000
carol,bob,sayhi,B,bob,2000
bob,carol,Filter,B,carol,133
carol,bob,Filter,A,carol,108
bob,carol,DefaultHuge,A,bob,741
carol,bob,DefaultHuge,B,bob,639
bob,carol,Money,A,bob,741
carol,bob,Money,B,bob,1092
carol,bob,maze,B,bob,2000
bob,carol,maze,A,bob,1850
bob,carol,Leaf,A,bob,656
bob,carol,quack,B,carol,538
bob,carol,BatSignal,B,carol,479
carol,bob,BatSignal,A,carol,714
carol,bob,Leaf,B,bob,619
carol,bob,quack,B,bob,1335
bob,carol,gardenworld,B,carol,917
carol,bob,gardenworld,A,carol,905
carol,bob,Crab,B,bob,466
bob,carol,Crab,B,carol,1980
bob,carol,mit,B,carol,2000
bob,carol,Justice,B,carol,269
carol,bob,mit,A,carol,2000
carol,bob,Justice,A,carol,263
carol,bob,Circuit,B,bob,1271
bob,carol,Flower,A,bob,651
carol,bob,Flower,B,bob,729
bob,carol,Circuit,B,carol,2000
carol,bob,walalilongla,A,carol,807
bob,carol,walalilongla,A,bob,1076
bob,carol,headphones,A,bob,673
bob,carol,TargetPractice,B,carol,453
carol,bob,headphones,B,bob,765
carol,bob,TargetPractice,A,carol,599
carol,bob,shell,B,bob,1042
bob,carol,PlumberGame,B,carol,570
bob,carol,AlarmClock,B,carol,296
carol,bob,PlumberGame,A,carol,460
carol,bob,AlarmClock,A,carol,309
bob,carol,shell,A,bob,1984
bob,carol,DefaultMedium,B,carol,536
bob,carol,memstore,B,carol,928
carol,bob,memstore,B,bob,639
carol,bob,DefaultMedium,B,bob,821
bob,carol,Terminal,B,carol,1491
carol,bob,Terminal,A,carol,1215
