team_a,team_b,map,winner_side,winner_bot,rounds
alice,carol,SaltyPepper,A,alice,857
carol,alice,Mirage,A,carol,2000
alice,carol,starburst,B,carol,970
carol,alice,starburst,A,carol,832
alice,carol,DefaultSmall,B,carol,257
carol,alice,DefaultSmall,A,carol,297
carol,alice,SaltyPepper,B,alice,1592
carol,alice,fix,A,carol,470
alice,carol,Crab,A,alice,2000
carol,alice,Crab,B,alice,1831
alice,carol,fix,B,carol,2000
alice,carol,Circuit,A,alice,2000
carol,alice,Circuit,A,carol,2000
alice,carol,SMILE,A,alice,2000
alice,carol,Jail,B,carol,2000
carol,alice,SMILE,B,alice,2000
carol,alice,Jail,B,alice,2000
alice,carol,maze,A,alice,1027
alice,carol,Castle,B,carol,2000
carol,alice,maze,B,alice,2000
alice,carol,Leaf,A,alice,2000
carol,alice,Castle,B,alice,1759
carol,alice,Leaf,B,alice,2000
alice,carol,leavemealone,B,carol,1825
carol,alice,leavemealone,A,carol,2000
alice,carol,galaxy,A,alice,709
carol,alice,galaxy,B,alice,1024
alice,carol,DonkeyKong,A,alice,2000
carol,alice,DonkeyKong,B,alice,1475
alice,carol,Money,A,alice,2000
carol,alice,TargetPractice,A,carol,1038
alice,carol,TargetPractice,B,carol,2000
carol,alice,Money,B,alice,2000
alice,carol,mit,A,alice,1860
carol,alice,mit,A,carol,2000
alice,carol,Justice,A,alice,2000
carol,alice,Justice,B,alice,2000
alice,carol,Barcode,A,alice,579
carol,alice,Barcode,B,alice,516
alice,carol,giver,A,alice,686
carol,alice,headphones,B,alice,679
alice,carol,headphones,A,alice,956
alice,carol,Terminal,B,carol,912
carol,alice,giver,A,carol,1428
carol,alice,Terminal,B,alice,2000
alice,carol,memstore,B,carol,896
carol,alice,memstore,B,alice,564
alice,carol,FourCorners,A,alice,755
alice,carol,box,B,carol,2000
carol,alice,FourCorners,A,carol,935
carol,alice,box,B,alice,2000
alice,carol,boxofchocolates,A,alice,872
carol,alice,Oasis,B,alice,1390
alice,carol,Oasis,A,alice,2000
carol,alice,boxofchocolates,B,alice,1543
alice,carol,Parking_lot,A,alice,579
carol,alice,Parking_lot,B,alice,521
carol,alice,Brat,B,alice,729
alice,carol,Brat,A,alice,2000
carol,alice,Thirds,A,carol,1170
alice,carol,walalilongla,A,alice,490
alice,carol,Thirds,A,alice,2000
carol,alice,walalilongla,B,alice,687
alice,carol,BunnyGame,B,carol,2000
carol,alice,BunnyGame,B,alice,2000
alice,carol,HungerGames,B,carol,2000
alice,carol,shell,A,alice,1118
carol,alice,HungerGames,B,alice,2000
carol,alice,shell,B,alice,1072
alice,carol,MoneyTower,A,alice,2000
carol,alice,MoneyTower,A,carol,1958
alice,carol,PlumberGame,A,alice,2000
carol,alice,PlumberGame,A,carol,1783
alice,carol,roads,A,alice,2000
carol,alice,roads,A,carol,2000
alice,carol,lighthouse,A,alice,2000
carol,alice,lighthouse,B,alice,2000
alice,carol,DefaultLarge,A,alice,642
alice,carol,sunrise,A,alice,1044
carol,alice,sunrise,B,alice,2000
carol,alice,DefaultLarge,B,alice,1349
alice,carol,Restart,A,alice,513
alice,carol,Dominoes,A,alice,405
carol,alice,Restart,B,alice,769
carol,alice,Dominoes,B,alice,675
alice,carol,TheBest,A,alice,931
carol,alice,TheBest,B,alice,816
alice,carol,BatSignal,A,alice,1055
carol,alice,BatSignal,B,alice,2000
alice,carol,UnderTheSea,B,carol,2000
alice,carol,Paintball,A,alice,1435
carol,alice,UnderTheSea,A,carol,2000
alice,carol,Bunny,A,alice,601
carol,alice,Paintball,A,carol,931
carol,alice,Bunny,B,alice,553
alice,carol,Piglets2,A,alice,1017
alice,carol,Fossil,A,alice,2000
carol,alice,Fossil,A,carol,2000
carol,alice,sierpinski,B,alice,442
carol,alice,Piglets2,B,alice,1682
alice,carol,sierpinski,A,alice,1582
alice,carol,gridworld,B,carol,1547
carol,alice,gridworld,A,carol,2000
alice,carol,CastleDefense,B,carol,1503
carol,alice,CastleDefense,A,carol,1009
alice,carol,rain,A,alice,1063
carol,alice,rain,B,alice,362
alice,carol,Flower,A,alice,548
alice,carol,DefaultHuge,A,alice,2000
carol,alice,DefaultHuge,B,alice,2000
carol,alice,Flower,B,alice,2000
alice,carol,catface,B,carol,771
alice,carol,quack,B,carol,2000
carol,alice,quack,A,carol,2000
alice,carol,SandyBeach,A,alice,744
carol,alice,catface,A,carol,941
carol,alice,SandyBeach,B,alice,1509
alice,carol,Bread,B,carol,2000
alice,carol,Portal,A,alice,2000
carol,alice,Portal,B,alice,2000
alice,carol,UglySweater,A,alice,765
carol,alice,Bread,A,carol,2000
carol,alice,UglySweater,B,alice,497
alice,carol,Racetrack,A,alice,677
carol,alice,Racetrack,B,alice,2000
alice,carol,AlarmClock,A,alice,1108
alice,carol,gardenworld,B,carol,2000
carol,alice,gardenworld,A,carol,1410
carol,alice,AlarmClock,B,alice,1724
alice,carol,Snowglobe,A,alice,660
alice,carol,Gears,A,alice,2000
alice,carol,Rose,A,alice,520
carol,alice,Snowglobe,B,alice,857
carol,alice,Gears,B,alice,2000
carol,alice,Rose,B,alice,485
alice,carol,windmill,A,alice,590
alice,carol,defensetower,A,alice,694
carol,alice,defensetower,B,alice,702
bob,carol,sayhi,A,bob,501
carol,alice,windmill,A,carol,2000
carol,bob,sayhi,B,bob,705
bob,carol,Filter,B,carol,537
carol,bob,Filter,B,bob,1173
bob,carol,Snowman,A,bob,1269
carol,bob,Snowman,B,bob,813
bob,carol,Mirage,A,bob,350
bob,carol,yearofthesnake,A,bob,556
carol,bob,yearofthesnake,B,bob,458
carol,bob,DefaultMedium,B,bob,372
bob,carol,DefaultMedium,A,bob,428
carol,bob,Mirage,B,bob,2000
bob,carol,SaltyPepper,A,bob,438
carol,bob,SaltyPepper,B,bob,479
bob,carol,starburst,A,bob,1363
carol,bob,starburst,A,carol,471
bob,carol,DefaultSmall,A,bob,1289
carol,bob,Crab,B,bob,673
carol,bob,DefaultSmall,A,carol,772
bob,carol,Crab,A,bob,2000
carol,bob,fix,B,bob,376
bob,carol,fix,A,bob,2000
bob,carol,SMILE,A,bob,565
bob,carol,Circuit,B,carol,2000
bob,carol,Jail,A,bob,402
carol,bob,Circuit,B,bob,1155
carol,bob,Jail,B,bob,651
carol,bob,SMILE,B,bob,1957
bob,carol,maze,A,bob,1234
bob,carol,Leaf,A,bob,1040
carol,bob,maze,B,bob,2000
bob,carol,Castle,A,bob,267
carol,bob,Leaf,B,bob,760
carol,bob,Castle,B,bob,415
bob,carol,leavemealone,A,bob,552
bob,carol,DonkeyKong,A,bob,625
carol,bob,DonkeyKong,B,bob,565
carol,bob,leavemealone,B,bob,1483
bob,carol,galaxy,A,bob,997
carol,bob,galaxy,B,bob,726
bob,carol,Money,A,bob,696
carol,bob,Money,B,bob,619
bob,carol,TargetPractice,A,bob,1671
carol,bob,TargetPractice,A,carol,2000
bob,carol,mit,A,bob,1439
bob,carol,Justice,A,bob,1333
carol,bob,Justice,B,bob,755
carol,bob,mit,B,bob,2000
bob,carol,Barcode,A,bob,705
carol,bob,Barcode,B,bob,801
bob,carol,headphones,A,bob,657
carol,bob,headphones,B,bob,521
bob,carol,giver,A,bob,588
carol,bob,giver,B,bob,590
carol,bob,memstore,B,bob,369
bob,carol,memstore,A,bob,511
bob,carol,Terminal,B,carol,1618
carol,bob,Terminal,B,bob,1978
carol,bob,box,B,bob,826
bob,carol,FourCorners,A,bob,1091
bob,carol,box,B,carol,1818
carol,bob,FourCorners,B,bob,1268
bob,carol,Oasis,A,bob,920
carol,bob,Oasis,B,bob,641
bob,carol,boxofchocolates,A,bob,1244
carol,bob,boxofchocolates,B,bob,1608
bob,carol,Parking_lot,A,bob,420
carol,bob,Parking_lot,B,bob,409
carol,bob,Brat,B,bob,1018
bob,carol,Brat,A,bob,1547
bob,carol,Thirds,A,bob,732
carol,bob,Thirds,B,bob,840
bob,carol,walalilongla,A,bob,873
bob,carol,BunnyGame,B,carol,1564
carol,bob,walalilongla,B,bob,1325
carol,bob,BunnyGame,B,bob,947
bob,carol,HungerGames,A,bob,627
carol,bob,HungerGames,B,bob,541
bob,carol,shell,A,bob,771
bob,carol,MoneyTower,A,bob,666
carol,bob,shell,B,bob,729
bob,carol,PlumberGame,A,bob,340
carol,bob,MoneyTower,B,bob,922
bob,carol,roads,A,bob,753
carol,bob,roads,B,bob,1181
carol,bob,PlumberGame,B,bob,2000
carol,bob,lighthouse,B,bob,513
bob,carol,lighthouse,A,bob,2000
bob,carol,sunrise,A,bob,758
bob,carol,DefaultLarge,A,bob,372
carol,bob,DefaultLarge,B,bob,468
carol,bob,sunrise,B,bob,1032
bob,carol,Restart,A,bob,508
carol,bob,Restart,B,bob,546
bob,carol,Dominoes,A,bob,1405
carol,bob,Dominoes,B,bob,1603
bob,carol,TheBest,A,bob,522
carol,bob,TheBest,B,bob,429
bob,carol,BatSignal,A,bob,870
bob,carol,UnderTheSea,A,bob,738
carol,bob,UnderTheSea,B,bob,700
carol,bob,BatSignal,B,bob,624
bob,carol,Paintball,A,bob,1485
carol,bob,Paintball,B,bob,679
carol,bob,Bunny,B,bob,928
bob,carol,Bunny,A,bob,1324
bob,carol,Fossil,A,bob,809
carol,bob,Fossil,B,bob,956
bob,carol,Piglets2,A,bob,1171
carol,bob,Piglets2,B,bob,917
bob,carol,sierpinski,A,bob,825
carol,bob,sierpinski,B,bob,735
bob,carol,CastleDefense,A,bob,396
bob,carol,gridworld,A,bob,2000
carol,bob,gridworld,B,bob,2000
carol,bob,CastleDefense,A,carol,308
bob,carol,rain,A,bob,546
bob,carol,DefaultHuge,A,bob,809
carol,bob,rain,B,bob,417
carol,bob,DefaultHuge,B,bob,863
bob,carol,Flower,A,bob,521
carol,bob,quack,B,bob,486
carol,bob,Flower,B,bob,1836
bob,carol,quack,B,carol,2000
bob,carol,catface,B,carol,1431
carol,bob,catface,A,carol,2000
bob,carol,SandyBeach,A,bob,1156
carol,bob,SandyBeach,B,bob,941
bob,carol,Portal,A,bob,623
carol,bob,Portal,B,bob,708
bob,carol,Bread,A,bob,809
carol,bob,Bread,B,bob,976
bob,carol,UglySweater,A,bob,526
carol,bob,UglySweater,B,bob,539
bob,carol,Racetrack,A,bob,534
carol,bob,Racetrack,B,bob,454
bob,carol,gardenworld,A,bob,1860
carol,bob,gardenworld,B,bob,823
bob,carol,AlarmClock,A,bob,386
carol,bob,AlarmClock,B,bob,752
bob,carol,Snowglobe,A,bob,368
carol,bob,Snowglobe,B,bob,325
bob,carol,Gears,A,bob,1179
carol,bob,Gears,B,bob,796
bob,carol,Rose,A,bob,380
bob,carol,windmill,A,bob,729
carol,bob,Rose,B,bob,1600
carol,bob,windmill,B,bob,1895
bob,carol,defensetower,A,bob,947
carol,bob,defensetower,B,bob,714
