team_a,team_b,map,winner_side,winner_bot,rounds
carol,alice,gardenworld,A,carol,905
alice,carol,defensetower,A,alice,534
alice,carol,maze,A,alice,1248
carol,alice,defensetower,B,alice,1078
carol,alice,maze,B,alice,1370
alice,carol,Snowman,A,alice,628
alice,carol,UglySweater,A,alice,779
carol,alice,UglySweater,B,alice,632
carol,alice,Snowman,A,carol,144
alice,carol,Oasis,A,alice,1023
alice,carol,Jail,A,alice,327
carol,alice,Jail,B,alice,1537
carol,alice,Oasis,B,alice,2000
carol,alice,Piglets2,B,alice,614
alice,carol,Gears,B,carol,2000
alice,carol,Piglets2,B,carol,2000
carol,alice,Gears,A,carol,2000
carol,alice,galaxy,B,alice,738
alice,carol,galaxy,A,alice,1502
alice,carol,Rose,A,alice,585
carol,alice,Rose,B,alice,333
carol,alice,MoneyTower,A,carol,740
alice,carol,MoneyTower,B,carol,1009
carol,alice,AlarmClock,A,carol,416
carol,alice,CastleDefense,A,carol,317
alice,carol,AlarmClock,A,alice,1120
carol,alice,Brat,B,alice,620
alice,carol,Brat,A,alice,702
alice,carol,CastleDefense,A,alice,1786
carol,alice,DefaultMedium,B,alice,835
alice,carol,Terminal,A,alice,1564
carol,alice,Terminal,B,alice,819
alice,carol,DefaultMedium,B,carol,1435
alice,carol,starburst,B,carol,452
alice,carol,yearofthesnake,A,alice,919
carol,alice,yearofthesnake,B,alice,714
carol,alice,starburst,A,carol,438
alice,carol,Mirage,A,alice,1372
alice,carol,Crab,A,alice,1277
alice,carol,BunnyGame,B,carol,386
carol,alice,Mirage,B,alice,1971
carol,alice,BunnyGame,A,carol,687
alice,carol,catface,B,carol,300
carol,alice,Crab,B,alice,1903
carol,alice,catface,A,carol,403
carol,alice,Circuit,B,alice,2000
alice,carol,Circuit,B,carol,2000
carol,alice,DonkeyKong,B,alice,720
alice,carol,DonkeyKong,A,alice,937
carol,alice,UnderTheSea,A,carol,695
carol,alice,BatSignal,A,carol,423
alice,carol,BatSignal,B,carol,921
alice,carol,UnderTheSea,B,carol,2000
alice,carol,Castle,A,alice,1385
carol,alice,Castle,A,carol,490
alice,carol,walalilongla,A,alice,1300
carol,alice,walalilongla,B,alice,1117
alice,carol,TargetPractice,B,carol,414
carol,alice,TargetPractice,A,carol,372
carol,alice,Bread,A,carol,439
alice,carol,Bread,B,carol,1585
alice,carol,fix,A,alice,836
carol,alice,fix,A,carol,420
alice,carol,roads,B,carol,862
carol,alice,roads,B,alice,2000
alice,carol,SaltyPepper,A,alice,823
carol,alice,SaltyPepper,B,alice,1252
alice,carol,sierpinski,B,carol,1556
carol,alice,sierpinski,A,carol,1242
alice,carol,SandyBeach,A,alice,282
carol,alice,SandyBeach,A,carol,657
alice,carol,Portal,A,alice,970
carol,alice,Portal,B,alice,884
alice,carol,Racetrack,A,alice,1385
carol,alice,Racetrack,B,alice,1071
alice,carol,sunrise,A,alice,569
carol,alice,sunrise,A,carol,937
alice,carol,Paintball,B,carol,447
carol,alice,Paintball,A,carol,343
alice,carol,Bunny,A,alice,1274
carol,alice,Bunny,B,alice,856
carol,alice,windmill,A,carol,360
alice,carol,windmill,A,alice,1553
alice,carol,boxofchocolates,A,alice,1034
carol,alice,boxofchocolates,B,alice,2000
alice,carol,Parking_lot,A,alice,446
carol,alice,Parking_lot,B,alice,442
alice,carol,shell,A,alice,814
carol,alice,shell,B,alice,943
carol,alice,Leaf,B,alice,875
alice,carol,DefaultLarge,A,alice,765
alice,carol,Leaf,A,alice,2000
carol,alice,DefaultLarge,B,alice,1824
carol,alice,memstore,B,alice,537
alice,carol,memstore,A,alice,2000
alice,carol,SMILE,A,alice,1019
alice,carol,HungerGames,A,alice,1745
carol,alice,SMILE,A,carol,2000
carol,alice,HungerGames,A,carol,2000
alice,carol,giver,A,alice,554
carol,alice,giver,A,carol,886
carol,alice,Snowglobe,B,alice,935
alice,carol,DefaultSmall,A,alice,679
alice,carol,Snowglobe,A,alice,2000
carol,alice,DefaultSmall,A,carol,133
carol,alice,Thirds,A,carol,620
alice,carol,Thirds,A,alice,1850
alice,carol,DefaultHuge,A,alice,1029
carol,alice,DefaultHuge,B,alice,864
alice,carol,lighthouse,A,alice,782
carol,alice,lighthouse,B,alice,1324
alice,carol,Money,A,alice,794
carol,alice,Money,A,carol,2000
alice,carol,TheBest,A,alice,1096
carol,alice,TheBest,B,alice,696
alice,carol,PlumberGame,A,alice,1590
carol,alice,PlumberGame,A,carol,1022
carol,alice,quack,B,alice,529
alice,carol,quack,A,alice,1438
alice,carol,Justice,B,carol,194
carol,alice,Justice,A,carol,258
alice,carol,mit,A,alice,2000
carol,alice,mit,A,carol,2000
alice,carol,sayhi,A,alice,337
alice,carol,Flower,A,alice,579
carol,alice,sayhi,B,alice,1037
carol,alice,Flower,B,alice,2000
alice,carol,Restart,A,alice,1348
alice,carol,Filter,A,alice,544
carol,alice,Filter,B,alice,2000
carol,alice,Restart,B,alice,2000
alice,carol,FourCorners,B,carol,627
carol,alice,FourCorners,A,carol,325
alice,carol,leavemealone,A,alice,1244
carol,alice,leavemealone,B,alice,1375
alice,carol,headphones,A,alice,418
bob,carol,gridworld,B,carol,351
carol,alice,headphones,B,alice,863
carol,bob,gridworld,A,carol,492
bob,carol,Barcode,B,carol,450
carol,bob,Barcode,A,carol,335
bob,carol,Dominoes,B,carol,709
carol,bob,Dominoes,B,bob,736
bob,carol,box,B,carol,366
carol,bob,box,A,carol,631
bob,carol,rain,B,carol,431
carol,bob,rain,A,carol,259
bob,carol,Fossil,A,bob,1762
carol,bob,Fossil,A,carol,393
bob,carol,gardenworld,B,carol,957
carol,bob,gardenworld,A,carol,843
bob,carol,defensetower,B,carol,1166
bob,carol,maze,A,bob,1850
carol,bob,maze,B,bob,2000
carol,bob,defensetower,A,carol,1544
bob,carol,UglySweater,A,bob,1681
bob,carol,Snowman,A,bob,683
carol,bob,Snowman,A,carol,170
carol,bob,UglySweater,B,bob,2000
bob,carol,Jail,A,bob,770
bob,carol,Oasis,A,bob,1430
carol,bob,Oasis,B,bob,1021
carol,bob,Jail,B,bob,1010
bob,carol,Gears,B,carol,1046
bob,carol,Piglets2,B,carol,1468
carol,bob,Piglets2,B,bob,2000
bob,carol,galaxy,A,bob,1568
carol,bob,Gears,B,bob,2000
carol,bob,galaxy,A,carol,2000
bob,carol,Rose,B,carol,1350
carol,bob,Rose,A,carol,1465
bob,carol,MoneyTower,A,bob,2000
carol,bob,MoneyTower,A,carol,1196
bob,carol,AlarmClock,B,carol,293
carol,bob,AlarmClock,A,carol,278
bob,carol,CastleDefense,B,carol,140
carol,bob,CastleDefense,A,carol,93
bob,carol,Brat,A,bob,741
carol,bob,Brat,B,bob,693
bob,carol,DefaultMedium,B,carol,454
carol,bob,DefaultMedium,B,bob,850
bob,carol,Terminal,B,carol,1133
carol,bob,Terminal,A,carol,879
carol,bob,yearofthesnake,B,bob,576
bob,carol,yearofthesnake,A,bob,1063
bob,carol,starburst,A,bob,453
carol,bob,starburst,A,carol,214
bob,carol,Mirage,A,bob,848
carol,bob,Crab,B,bob,567
carol,bob,Mirage,B,bob,1785
bob,carol,BunnyGame,B,carol,381
bob,carol,Crab,B,carol,1941
carol,bob,BunnyGame,A,carol,470
carol,bob,catface,A,carol,318
bob,carol,catface,B,carol,338
bob,carol,Circuit,B,carol,2000
carol,bob,Circuit,B,bob,889
carol,bob,DonkeyKong,B,bob,664
bob,carol,DonkeyKong,A,bob,736
bob,carol,UnderTheSea,A,bob,1615
bob,carol,BatSignal,B,carol,525
carol,bob,UnderTheSea,B,bob,877
carol,bob,BatSignal,A,carol,669
bob,carol,Castle,B,carol,453
carol,bob,Castle,B,bob,1871
bob,carol,walalilongla,A,bob,967
bob,carol,TargetPractice,B,carol,370
carol,bob,walalilongla,A,carol,807
carol,bob,TargetPractice,A,carol,440
bob,carol,Bread,B,carol,407
carol,bob,Bread,A,carol,412
bob,carol,fix,A,bob,762
carol,bob,fix,B,bob,535
bob,carol,roads,B,carol,606
carol,bob,roads,A,carol,437
bob,carol,SaltyPepper,A,bob,691
carol,bob,SaltyPepper,B,bob,944
bob,carol,sierpinski,B,carol,805
carol,bob,sierpinski,A,carol,685
bob,carol,SandyBeach,B,carol,409
carol,bob,SandyBeach,A,carol,703
bob,carol,Portal,A,bob,966
carol,bob,Portal,A,carol,2000
carol,bob,Racetrack,A,carol,556
bob,carol,Racetrack,A,bob,1122
bob,carol,sunrise,B,carol,596
bob,carol,Paintball,B,carol,139
carol,bob,Paintball,A,carol,151
bob,carol,Bunny,B,carol,442
carol,bob,sunrise,A,carol,2000
carol,bob,Bunny,A,carol,686
bob,carol,windmill,A,bob,471
carol,bob,windmill,B,bob,2000
bob,carol,boxofchocolates,B,carol,1254
bob,carol,Parking_lot,A,bob,462
carol,bob,boxofchocolates,A,carol,914
carol,bob,Parking_lot,B,bob,566
bob,carol,shell,A,bob,1256
carol,bob,shell,B,bob,1042
bob,carol,Leaf,A,bob,656
carol,bob,Leaf,B,bob,619
bob,carol,DefaultLarge,A,bob,1081
carol,bob,DefaultLarge,B,bob,763
bob,carol,memstore,A,bob,1233
bob,carol,SMILE,B,carol,1064
carol,bob,memstore,B,bob,1219
bob,carol,HungerGames,A,bob,809
bob,carol,giver,B,carol,613
carol,bob,HungerGames,B,bob,877
carol,bob,SMILE,B,bob,2000
carol,bob,giver,A,carol,661
carol,bob,Snowglobe,B,bob,770
bob,carol,DefaultSmall,B,carol,226
carol,bob,DefaultSmall,A,carol,97
bob,carol,Snowglobe,A,bob,1265
carol,bob,Thirds,A,carol,598
bob,carol,Thirds,B,carol,1695
carol,bob,DefaultHuge,B,bob,694
bob,carol,DefaultHuge,A,bob,777
bob,carol,lighthouse,B,carol,706
carol,bob,lighthouse,A,carol,2000
bob,carol,Money,A,bob,954
carol,bob,Money,A,carol,967
bob,carol,TheBest,A,bob,542
carol,bob,TheBest,B,bob,526
carol,bob,PlumberGame,A,carol,408
bob,carol,quack,B,carol,781
bob,carol,PlumberGame,B,carol,1423
carol,bob,quack,B,bob,487
bob,carol,Justice,B,carol,269
bob,carol,mit,B,carol,2000
carol,bob,Justice,A,carol,263
carol,bob,mit,A,carol,2000
bob,carol,sayhi,A,bob,2000
bob,carol,Flower,A,bob,587
carol,bob,sayhi,B,bob,2000
carol,bob,Flower,B,bob,691
bob,carol,Filter,B,carol,130
bob,carol,Restart,A,bob,750
carol,bob,Filter,A,carol,109
bob,carol,FourCorners,B,carol,1110
carol,bob,Restart,B,bob,1233
carol,bob,FourCorners,A,carol,417
bob,carol,leavemealone,A,bob,1414
bob,carol,headphones,A,bob,644
carol,bob,headphones,B,bob,835
carol,bob,leavemealone,B,bob,2000
