team_a,team_b,map,winner_side,winner_bot,rounds
alice,bob,SMILE,A,alice,2000
alice,bob,sunrise,A,alice,2000
bob,alice,DefaultHuge,A,bob,528
alice,bob,sierpinski,A,alice,1337
bob,alice,sierpinski,A,bob,539
alice,bob,boxofchocolates,B,bob,2000
bob,alice,boxofchocolates,B,alice,2000
alice,bob,mit,A,alice,2000
bob,alice,mit,B,alice,1005
alice,bob,DefaultHuge,B,bob,2000
bob,alice,Flower,B,alice,881
alice,bob,Thirds,A,alice,437
bob,alice,SaltyPepper,A,bob,767
alice,bob,SaltyPepper,B,bob,1070
alice,bob,Flower,A,alice,2000
alice,bob,MoneyTower,A,alice,826
bob,alice,Thirds,B,alice,1054
bob,alice,MoneyTower,A,bob,1044
alice,bob,TargetPractice,A,alice,738
alice,bob,Jail,A,alice,261
bob,alice,Jail,B,alice,374
bob,alice,Filter,B,alice,324
bob,alice,TargetPractice,B,alice,838
alice,bob,Filter,A,alice,1486
alice,carol,sayhi,A,alice,454
carol,alice,rain,B,alice,799
alice,carol,rain,B,carol,861
carol,alice,sayhi,B,alice,1478
carol,alice,TheBest,B,alice,734
carol,alice,Brat,A,carol,417
alice,carol,TheBest,A,alice,1090
alice,carol,Brat,A,alice,712
alice,carol,Bunny,A,alice,731
carol,alice,memstore,B,alice,708
carol,alice,Bunny,A,carol,2000
carol,alice,starburst,B,alice,367
alice,carol,starburst,B,carol,2000
alice,carol,memstore,A,alice,2000
alice,carol,Oasis,A,alice,1108
alice,carol,BatSignal,B,carol,1475
carol,alice,Oasis,B,alice,969
alice,carol,DefaultMedium,B,carol,635
carol,alice,BatSignal,A,carol,1360
carol,alice,DefaultMedium,B,alice,761
carol,alice,walalilongla,B,alice,812
alice,carol,Leaf,B,carol,778
alice,carol,walalilongla,A,alice,1180
carol,alice,fix,A,carol,749
carol,alice,Leaf,B,alice,959
carol,alice,Bread,A,carol,356
alice,carol,Bread,B,carol,380
alice,carol,fix,A,alice,1376
carol,alice,CastleDefense,A,carol,168
alice,carol,CastleDefense,A,alice,245
carol,alice,Snowman,A,carol,211
alice,carol,Snowman,B,carol,2000
carol,alice,Circuit,B,alice,1207
alice,carol,Barcode,A,alice,1097
alice,carol,Terminal,B,carol,424
carol,alice,Barcode,B,alice,864
carol,alice,Terminal,A,carol,693
alice,carol,Circuit,A,alice,2000
alice,carol,shell,A,alice,538
alice,carol,Gears,A,alice,1105
carol,alice,shell,B,alice,340
carol,alice,Mirage,A,carol,767
alice,carol,FourCorners,B,carol,274
carol,alice,FourCorners,A,carol,307
alice,carol,BunnyGame,B,carol,330
carol,alice,BunnyGame,A,carol,404
carol,alice,Gears,B,alice,2000
alice,carol,Mirage,A,alice,2000
alice,carol,catface,B,carol,286
carol,alice,catface,A,carol,415
alice,carol,Restart,A,alice,1035
alice,carol,Fossil,A,alice,662
carol,alice,Fossil,A,carol,584
alice,carol,Rose,B,carol,652
carol,alice,Rose,B,alice,770
alice,carol,AlarmClock,B,carol,597
carol,alice,Restart,A,carol,1999
carol,alice,DonkeyKong,B,alice,664
carol,alice,AlarmClock,A,carol,1189
alice,carol,DonkeyKong,A,alice,1012
alice,carol,Castle,B,carol,774
carol,alice,Castle,A,carol,2000
alice,carol,PlumberGame,A,alice,1672
carol,alice,PlumberGame,A,carol,1301
alice,carol,defensetower,A,alice,2000
carol,alice,defensetower,B,alice,1364
alice,carol,Parking_lot,A,alice,342
alice,carol,UnderTheSea,B,carol,1736
carol,alice,Parking_lot,B,alice,527
carol,alice,UnderTheSea,B,alice,1395
alice,carol,box,A,alice,892
carol,alice,box,B,alice,1572
alice,carol,Paintball,A,alice,1028
carol,alice,Paintball,A,carol,984
alice,carol,quack,A,alice,1094
carol,alice,quack,B,alice,832
alice,carol,leavemealone,A,alice,492
alice,carol,yearofthesnake,A,alice,932
carol,alice,yearofthesnake,B,alice,966
carol,alice,leavemealone,B,alice,1544
carol,alice,gardenworld,A,carol,1950
alice,carol,gardenworld,B,carol,1714
alice,carol,windmill,B,carol,2000
carol,alice,windmill,A,carol,593
alice,carol,giver,A,alice,559
carol,alice,giver,B,alice,1039
alice,carol,Crab,A,alice,1136
alice,carol,Justice,B,carol,241
carol,alice,Justice,A,carol,259
carol,alice,Crab,B,alice,1609
alice,carol,Money,B,carol,445
carol,alice,Money,A,carol,470
alice,carol,HungerGames,B,carol,538
alice,carol,roads,A,alice,938
carol,alice,roads,A,carol,409
alice,carol,maze,A,alice,879
carol,alice,maze,B,alice,1094
carol,alice,HungerGames,A,carol,1811
alice,carol,Snowglobe,A,alice,865
carol,alice,Snowglobe,B,alice,689
carol,alice,lighthouse,B,alice,1090
alice,carol,gridworld,B,carol,259
alice,carol,Piglets2,A,alice,1150
alice,carol,lighthouse,A,alice,1783
carol,alice,gridworld,A,carol,304
carol,alice,Piglets2,B,alice,1205
alice,carol,headphones,A,alice,516
alice,carol,DefaultLarge,B,carol,933
carol,alice,headphones,B,alice,525
carol,alice,DefaultLarge,B,alice,983
alice,carol,Portal,A,alice,999
alice,carol,UglySweater,A,alice,958
alice,carol,Dominoes,B,carol,633
carol,alice,Portal,B,alice,1458
carol,alice,Dominoes,A,carol,601
carol,alice,UglySweater,B,alice,771
carol,alice,SandyBeach,A,carol,272
alice,carol,SandyBeach,A,alice,903
alice,carol,SMILE,A,alice,825
carol,alice,SMILE,B,alice,817
alice,carol,Racetrack,B,carol,2000
carol,alice,Racetrack,A,carol,1792
alice,carol,sunrise,A,alice,491
alice,carol,DefaultSmall,B,carol,310
carol,alice,DefaultSmall,A,carol,133
carol,alice,galaxy,B,alice,1160
carol,alice,sunrise,B,alice,984
carol,alice,DefaultHuge,A,carol,579
alice,carol,galaxy,A,alice,2000
alice,carol,boxofchocolates,B,carol,2000
carol,alice,sierpinski,B,alice,1249
alice,carol,sierpinski,B,carol,2000
carol,alice,boxofchocolates,A,carol,2000
alice,carol,Flower,A,alice,694
carol,alice,Flower,B,alice,621
alice,carol,mit,A,alice,2000
carol,alice,mit,A,carol,2000
alice,carol,SaltyPepper,A,alice,661
alice,carol,DefaultHuge,A,alice,2000
carol,alice,Thirds,A,carol,550
alice,carol,Thirds,A,alice,1044
carol,alice,MoneyTower,A,carol,842
carol,alice,TargetPractice,A,carol,378
alice,carol,MoneyTower,B,carol,1560
alice,carol,Jail,A,alice,506
carol,alice,SaltyPepper,B,alice,1825
alice,carol,TargetPractice,B,carol,1264
alice,carol,Filter,B,carol,2000
carol,alice,Jail,B,alice,1844
carol,alice,Filter,B,alice,2000
bob,carol,rain,B,carol,568
carol,bob,rain,A,carol,630
carol,bob,TheBest,B,bob,533
bob,carol,Brat,A,bob,848
bob,carol,sayhi,B,carol,2000
carol,bob,sayhi,B,bob,2000
bob,carol,Bunny,B,carol,343
carol,bob,Brat,B,bob,2000
carol,bob,Bunny,A,carol,940
bob,carol,TheBest,A,bob,1092
carol,bob,starburst,A,carol,183
bob,carol,starburst,B,carol,860
carol,bob,memstore,B,bob,632
bob,carol,memstore,B,carol,2000
bob,carol,BatSignal,B,carol,439
bob,carol,DefaultMedium,B,carol,326
carol,bob,DefaultMedium,B,bob,600
bob,carol,Oasis,A,bob,1047
carol,bob,walalilongla,A,carol,588
carol,bob,BatSignal,A,carol,1923
bob,carol,walalilongla,A,bob,1323
carol,bob,Oasis,B,bob,1307
bob,carol,fix,A,bob,606
carol,bob,fix,B,bob,656
bob,carol,Bread,B,carol,356
bob,carol,CastleDefense,B,carol,314
carol,bob,Bread,A,carol,381
carol,bob,CastleDefense,A,carol,96
carol,bob,Leaf,B,bob,567
carol,bob,Snowman,A,carol,231
bob,carol,Snowman,A,bob,729
bob,carol,Barcode,B,carol,408
carol,bob,Barcode,A,carol,346
carol,bob,Circuit,A,carol,876
bob,carol,Terminal,B,carol,311
carol,bob,Terminal,A,carol,476
bob,carol,Circuit,B,carol,1475
bob,carol,Gears,B,carol,1149
carol,bob,shell,B,bob,834
bob,carol,shell,A,bob,1624
bob,carol,Leaf,A,bob,2000
carol,bob,Gears,B,bob,1599
carol,bob,Mirage,A,carol,653
bob,carol,FourCorners,B,carol,274
carol,bob,FourCorners,A,carol,215
bob,carol,BunnyGame,B,carol,267
carol,bob,BunnyGame,A,carol,577
bob,carol,Mirage,A,bob,1269
bob,carol,catface,B,carol,310
carol,bob,catface,A,carol,275
bob,carol,Fossil,B,carol,472
carol,bob,Restart,B,bob,714
bob,carol,Rose,B,carol,579
carol,bob,Fossil,A,carol,1264
carol,bob,Rose,A,carol,551
bob,carol,AlarmClock,B,carol,301
carol,bob,AlarmClock,A,carol,510
bob,carol,Restart,B,carol,1657
bob,carol,Castle,A,bob,1799
carol,bob,DonkeyKong,B,bob,761
bob,carol,DonkeyKong,A,bob,878
carol,bob,Castle,A,carol,1156
carol,bob,PlumberGame,A,carol,330
bob,carol,PlumberGame,B,carol,618
carol,bob,defensetower,A,carol,1450
bob,carol,defensetower,B,carol,1579
carol,bob,Parking_lot,B,bob,485
bob,carol,Parking_lot,A,bob,587
bob,carol,box,B,carol,405
bob,carol,Paintball,B,carol,135
carol,bob,UnderTheSea,B,bob,947
carol,bob,Paintball,A,carol,141
bob,carol,quack,B,carol,743
bob,carol,UnderTheSea,B,carol,2000
carol,bob,box,A,carol,1588
bob,carol,yearofthesnake,A,bob,575
carol,bob,yearofthesnake,B,bob,429
bob,carol,leavemealone,A,bob,719
carol,bob,quack,B,bob,2000
bob,carol,windmill,A,bob,511
bob,carol,gardenworld,B,carol,1000
carol,bob,gardenworld,A,carol,1077
bob,carol,giver,B,carol,450
carol,bob,leavemealone,B,bob,1923
carol,bob,windmill,A,carol,2000
bob,carol,Crab,B,carol,875
bob,carol,Justice,B,carol,245
carol,bob,Justice,A,carol,201
carol,bob,Crab,B,bob,1842
carol,bob,Money,B,bob,1430
carol,bob,giver,A,carol,1844
bob,carol,roads,B,carol,633
bob,carol,Money,A,bob,2000
carol,bob,roads,A,carol,299
bob,carol,HungerGames,A,bob,1233
bob,carol,Snowglobe,A,bob,572
carol,bob,HungerGames,B,bob,1704
carol,bob,maze,A,carol,2000
bob,carol,maze,A,bob,2000
bob,carol,Piglets2,B,carol,897
carol,bob,lighthouse,B,bob,1224
bob,carol,lighthouse,A,bob,2000
carol,bob,Snowglobe,A,carol,1815
carol,bob,gridworld,A,carol,323
bob,carol,gridworld,B,carol,362
bob,carol,headphones,A,bob,587
carol,bob,Piglets2,A,carol,1397
bob,carol,DefaultLarge,A,bob,1257
carol,bob,headphones,B,bob,689
carol,bob,Portal,A,carol,598
bob,carol,Portal,A,bob,1065
bob,carol,Dominoes,B,carol,461
carol,bob,DefaultLarge,A,carol,1890
carol,bob,Dominoes,A,carol,752
bob,carol,UglySweater,B,carol,1260
bob,carol,SandyBeach,B,carol,366
carol,bob,SandyBeach,A,carol,354
bob,carol,Racetrack,B,carol,348
bob,carol,SMILE,B,carol,1352
carol,bob,UglySweater,A,carol,2000
carol,bob,Racetrack,B,bob,1985
carol,bob,SMILE,B,bob,1084
bob,carol,sunrise,B,carol,745
bob,carol,DefaultSmall,B,carol,222
carol,bob,DefaultSmall,A,carol,84
carol,bob,sunrise,A,carol,943
bob,carol,galaxy,B,carol,2000
bob,carol,sierpinski,A,bob,616
carol,bob,galaxy,B,bob,2000
carol,bob,DefaultHuge,B,bob,680
carol,bob,sierpinski,A,carol,787
carol,bob,boxofchocolates,A,carol,1067
bob,carol,mit,A,bob,1158
bob,carol,boxofchocolates,B,carol,2000
bob,carol,Flower,A,bob,886
carol,bob,mit,A,carol,2000
bob,carol,SaltyPepper,A,bob,761
bob,carol,DefaultHuge,B,carol,2000
bob,carol,Thirds,B,carol,801
carol,bob,Thirds,A,carol,594
carol,bob,Flower,A,carol,2000
carol,bob,SaltyPepper,B,bob,1019
bob,carol,TargetPractice,B,carol,461
bob,carol,MoneyTower,B,carol,672
carol,bob,TargetPractice,A,carol,455
bob,carol,Filter,B,carol,124
bob,carol,Jail,B,carol,425
carol,bob,Filter,A,carol,117
carol,bob,Jail,A,carol,1151
carol,bob,MoneyTower,A,carol,2000
