team_a,team_b,map,winner_side,winner_bot,rounds
alice,bob,TargetPractice,A,alice,692
alice,bob,UnderTheSea,B,bob,1714
bob,alice,TargetPractice,B,alice,770
bob,alice,galaxy,B,alice,466
alice,bob,Justice,A,alice,475
alice,bob,Snowman,A,alice,228
bob,alice,Justice,A,bob,610
alice,bob,Money,B,bob,497
bob,alice,Snowman,A,bob,1855
alice,bob,galaxy,B,bob,1465
bob,alice,Money,A,bob,1104
alice,bob,Bunny,A,alice,1153
alice,bob,Fossil,A,alice,557
bob,alice,Fossil,B,alice,989
bob,alice,Bunny,A,bob,1675
bob,alice,giver,B,alice,1023
bob,alice,lighthouse,B,alice,2000
alice,bob,lighthouse,A,alice,2000
alice,bob,giver,B,bob,1497
alice,carol,quack,B,carol,1110
alice,bob,gridworld,A,alice,2000
carol,alice,quack,B,alice,547
alice,carol,Parking_lot,A,alice,425
carol,alice,Parking_lot,B,alice,482
bob,alice,gridworld,A,bob,2000
carol,alice,Piglets2,B,alice,1225
alice,carol,FourCorners,B,carol,397
alice,carol,CastleDefense,A,alice,245
carol,alice,FourCorners,A,carol,281
carol,alice,CastleDefense,A,carol,168
alice,carol,Rose,B,carol,438
carol,alice,Rose,B,alice,466
alice,carol,Piglets2,A,alice,2000
alice,carol,AlarmClock,B,carol,563
carol,alice,AlarmClock,A,carol,1061
carol,alice,Circuit,B,alice,1454
alice,carol,Circuit,A,alice,1369
alice,carol,windmill,B,carol,657
alice,carol,Racetrack,B,carol,2000
carol,alice,windmill,A,carol,700
carol,alice,Racetrack,A,carol,1462
alice,carol,Castle,B,carol,574
carol,alice,Mirage,A,carol,932
carol,alice,Castle,A,carol,1526
alice,carol,Oasis,A,alice,1050
carol,alice,Oasis,B,alice,798
alice,carol,Mirage,B,carol,2000
alice,carol,Jail,A,alice,934
alice,carol,sierpinski,B,carol,1300
alice,carol,Bread,B,carol,456
carol,alice,Bread,A,carol,356
carol,alice,Jail,B,alice,1606
alice,carol,walalilongla,A,alice,813
carol,alice,walalilongla,B,alice,762
alice,carol,box,B,carol,1335
carol,alice,sierpinski,A,carol,1914
carol,alice,box,B,alice,1617
carol,alice,DonkeyKong,B,alice,774
alice,carol,catface,B,carol,286
carol,alice,catface,A,carol,430
alice,carol,gardenworld,B,carol,2000
carol,alice,gardenworld,A,carol,2000
alice,carol,maze,A,alice,1116
alice,carol,starburst,B,carol,2000
carol,alice,starburst,B,alice,393
carol,alice,Flower,B,alice,654
alice,carol,Flower,A,alice,849
alice,carol,sayhi,A,alice,302
alice,carol,DonkeyKong,A,alice,2000
alice,carol,headphones,A,alice,492
carol,alice,maze,B,alice,1552
carol,alice,headphones,B,alice,662
alice,carol,fix,A,alice,1122
carol,alice,sayhi,B,alice,1555
carol,alice,fix,B,alice,1504
alice,carol,leavemealone,B,carol,1277
alice,carol,DefaultSmall,B,carol,325
carol,alice,DefaultSmall,A,carol,133
carol,alice,Thirds,A,carol,595
alice,carol,Thirds,A,alice,1169
carol,alice,leavemealone,B,alice,2000
alice,carol,Portal,A,alice,1261
carol,alice,DefaultMedium,B,alice,519
alice,carol,DefaultMedium,B,carol,1170
carol,alice,Portal,B,alice,1558
alice,carol,DefaultLarge,B,carol,933
carol,alice,DefaultLarge,B,alice,874
carol,alice,defensetower,B,alice,1208
alice,carol,Paintball,B,carol,733
alice,carol,defensetower,A,alice,1731
carol,alice,DefaultHuge,A,carol,579
carol,alice,Paintball,A,carol,882
alice,carol,boxofchocolates,B,carol,2000
carol,alice,boxofchocolates,A,carol,1952
alice,carol,DefaultHuge,A,alice,1396
alice,carol,UglySweater,A,alice,1547
alice,carol,Gears,B,carol,2000
carol,alice,UglySweater,B,alice,2000
alice,carol,Restart,A,alice,1538
carol,alice,Barcode,B,alice,829
carol,alice,Gears,B,alice,2000
alice,carol,Barcode,A,alice,1013
carol,alice,roads,A,carol,425
carol,alice,Restart,A,carol,2000
alice,carol,sunrise,A,alice,529
alice,carol,roads,A,alice,845
alice,carol,BunnyGame,B,carol,320
carol,alice,BunnyGame,A,carol,635
carol,alice,TheBest,B,alice,653
carol,alice,sunrise,B,alice,1407
alice,carol,TheBest,A,alice,995
carol,alice,memstore,B,alice,420
carol,alice,mit,B,alice,1301
alice,carol,mit,B,carol,2000
alice,carol,SMILE,A,alice,844
carol,alice,SMILE,B,alice,819
alice,carol,memstore,B,carol,2000
carol,alice,PlumberGame,A,carol,738
alice,carol,PlumberGame,B,carol,1143
carol,alice,BatSignal,B,alice,670
alice,carol,BatSignal,B,carol,957
alice,carol,Leaf,B,carol,759
carol,alice,Leaf,B,alice,872
alice,carol,Terminal,B,carol,407
alice,carol,SaltyPepper,A,alice,545
carol,alice,SaltyPepper,B,alice,1038
alice,carol,Filter,A,alice,2000
carol,alice,Filter,B,alice,2000
carol,alice,shell,B,alice,484
carol,alice,Terminal,B,alice,2000
alice,carol,shell,A,alice,855
alice,carol,HungerGames,B,carol,538
carol,alice,yearofthesnake,B,alice,848
alice,carol,yearofthesnake,A,alice,1150
carol,alice,Snowglobe,B,alice,520
alice,carol,Dominoes,B,carol,717
alice,carol,Snowglobe,A,alice,987
carol,alice,Dominoes,A,carol,595
alice,carol,MoneyTower,B,carol,693
carol,alice,MoneyTower,A,carol,989
alice,carol,UnderTheSea,B,carol,687
carol,alice,HungerGames,A,carol,1659
alice,carol,Crab,A,alice,1000
carol,alice,Crab,B,alice,1134
carol,alice,UnderTheSea,B,alice,1274
carol,alice,Brat,B,alice,706
carol,alice,SandyBeach,A,carol,267
alice,carol,Brat,B,carol,2000
alice,carol,SandyBeach,B,carol,909
carol,alice,rain,A,carol,768
carol,alice,TargetPractice,A,carol,367
alice,carol,TargetPractice,B,carol,853
alice,carol,rain,B,carol,1419
carol,alice,Justice,A,carol,205
alice,carol,Justice,B,carol,240
carol,alice,Snowman,A,carol,229
alice,carol,Money,B,carol,445
alice,carol,galaxy,B,carol,1099
alice,carol,Snowman,A,alice,2000
carol,alice,Money,A,carol,745
alice,carol,Bunny,A,alice,969
carol,alice,galaxy,B,alice,1416
carol,alice,Fossil,A,carol,324
alice,carol,Fossil,A,alice,843
alice,carol,giver,A,alice,594
carol,alice,giver,A,carol,794
carol,alice,Bunny,B,alice,1962
alice,carol,gridworld,B,carol,259
carol,alice,gridworld,A,carol,295
alice,carol,lighthouse,A,alice,1161
bob,carol,quack,B,carol,743
carol,alice,lighthouse,B,alice,1398
bob,carol,Piglets2,B,carol,897
carol,bob,Parking_lot,B,bob,485
bob,carol,Parking_lot,A,bob,587
bob,carol,FourCorners,B,carol,274
carol,bob,FourCorners,A,carol,215
carol,bob,CastleDefense,A,carol,96
bob,carol,CastleDefense,B,carol,314
carol,bob,quack,B,bob,2000
carol,bob,Rose,A,carol,551
bob,carol,Rose,B,carol,579
carol,bob,Piglets2,A,carol,1397
bob,carol,AlarmClock,B,carol,301
carol,bob,AlarmClock,A,carol,510
bob,carol,Racetrack,B,carol,348
carol,bob,Circuit,A,carol,876
bob,carol,windmill,A,bob,511
bob,carol,Circuit,B,carol,1475
carol,bob,Racetrack,B,bob,1985
carol,bob,windmill,A,carol,2000
carol,bob,Mirage,A,carol,653
bob,carol,Mirage,A,bob,1269
carol,bob,Castle,A,carol,1156
bob,carol,Castle,A,bob,1799
bob,carol,sierpinski,A,bob,616
bob,carol,Jail,B,carol,425
bob,carol,Oasis,A,bob,1047
carol,bob,sierpinski,A,carol,787
bob,carol,Bread,B,carol,356
carol,bob,Jail,A,carol,1151
carol,bob,Bread,A,carol,381
carol,bob,Oasis,B,bob,1307
bob,carol,box,B,carol,405
carol,bob,walalilongla,A,carol,588
bob,carol,walalilongla,A,bob,1323
bob,carol,gardenworld,B,carol,1000
carol,bob,box,A,carol,1588
carol,bob,gardenworld,A,carol,1077
bob,carol,catface,B,carol,310
carol,bob,catface,A,carol,275
bob,carol,DonkeyKong,A,bob,878
bob,carol,starburst,B,carol,860
carol,bob,DonkeyKong,B,bob,761
carol,bob,starburst,A,carol,183
bob,carol,Flower,A,bob,886
carol,bob,maze,A,carol,2000
bob,carol,maze,A,bob,2000
carol,bob,Flower,A,carol,2000
bob,carol,headphones,A,bob,587
bob,carol,fix,A,bob,606
bob,carol,sayhi,B,carol,2000
carol,bob,fix,B,bob,656
carol,bob,sayhi,B,bob,2000
carol,bob,headphones,B,bob,689
bob,carol,leavemealone,A,bob,719
carol,bob,Thirds,A,carol,594
bob,carol,DefaultSmall,B,carol,222
carol,bob,DefaultSmall,A,carol,84
bob,carol,Thirds,B,carol,801
bob,carol,DefaultMedium,B,carol,326
carol,bob,Portal,A,carol,598
carol,bob,DefaultMedium,B,bob,600
bob,carol,Portal,A,bob,1065
carol,bob,leavemealone,B,bob,1923
bob,carol,defensetower,B,carol,1579
carol,bob,defensetower,A,carol,1450
bob,carol,DefaultLarge,A,bob,1257
bob,carol,Paintball,B,carol,135
carol,bob,Paintball,A,carol,141
carol,bob,DefaultLarge,A,carol,1890
carol,bob,DefaultHuge,B,bob,680
carol,bob,boxofchocolates,A,carol,1067
bob,carol,UglySweater,B,carol,1260
bob,carol,boxofchocolates,B,carol,2000
bob,carol,Gears,B,carol,1149
bob,carol,DefaultHuge,B,carol,2000
carol,bob,UglySweater,A,carol,2000
bob,carol,Barcode,B,carol,408
carol,bob,Barcode,A,carol,346
carol,bob,Gears,B,bob,1599
carol,bob,Restart,B,bob,714
carol,bob,roads,A,carol,299
bob,carol,roads,B,carol,633
bob,carol,BunnyGame,B,carol,267
bob,carol,Restart,B,carol,1657
bob,carol,sunrise,B,carol,745
carol,bob,BunnyGame,A,carol,577
carol,bob,sunrise,A,carol,943
carol,bob,TheBest,B,bob,533
bob,carol,mit,A,bob,1158
bob,carol,memstore,B,carol,2000
carol,bob,memstore,B,bob,632
bob,carol,TheBest,A,bob,1092
carol,bob,mit,A,carol,2000
carol,bob,PlumberGame,A,carol,330
bob,carol,PlumberGame,B,carol,618
bob,carol,SMILE,B,carol,1352
carol,bob,Leaf,B,bob,567
bob,carol,BatSignal,B,carol,439
carol,bob,SMILE,B,bob,1084
bob,carol,SaltyPepper,A,bob,761
bob,carol,Terminal,B,carol,311
carol,bob,BatSignal,A,carol,1923
carol,bob,SaltyPepper,B,bob,1019
carol,bob,Terminal,A,carol,476
bob,carol,Filter,B,carol,124
carol,bob,Filter,A,carol,117
bob,carol,yearofthesnake,A,bob,575
carol,bob,shell,B,bob,834
carol,bob,yearofthesnake,B,bob,429
bob,carol,shell,A,bob,1624
bob,carol,Leaf,A,bob,2000
bob,carol,Snowglobe,A,bob,572
bob,carol,HungerGames,A,bob,1233
bob,carol,Dominoes,B,carol,461
carol,bob,Dominoes,A,carol,752
bob,carol,MoneyTower,B,carol,672
carol,bob,HungerGames,B,bob,1704
carol,bob,UnderTheSea,B,bob,947
carol,bob,MoneyTower,A,carol,2000
carol,bob,Snowglobe,A,carol,1815
bob,carol,Brat,A,bob,848
bob,carol,Crab,B,carol,875
bob,carol,SandyBeach,B,carol,366
bob,carol,UnderTheSea,B,carol,2000
carol,bob,SandyBeach,A,carol,354
bob,carol,rain,B,carol,568
carol,bob,rain,A,carol,630
carol,bob,Brat,B,bob,2000
carol,bob,Crab,B,bob,1842
bob,carol,TargetPractice,B,carol,461
carol,bob,TargetPractice,A,carol,455
bob,carol,Justice,B,carol,245
carol,bob,Justice,A,carol,201
carol,bob,Snowman,A,carol,231
bob,carol,Snowman,A,bob,729
bob,carol,galaxy,B,carol,2000
bob,carol,Bunny,B,carol,343
carol,bob,Money,B,bob,1430
carol,bob,galaxy,B,bob,2000
bob,carol,Fossil,B,carol,472
carol,bob,Bunny,A,carol,940
bob,carol,Money,A,bob,2000
bob,carol,giver,B,carol,450
carol,bob,Fossil,A,carol,1264
bob,carol,gridworld,B,carol,362
carol,bob,lighthouse,B,bob,1224
carol,bob,gridworld,A,carol,323
bob,carol,lighthouse,A,bob,2000
carol,bob,giver,A,carol,1844
